v_ft_s,alpha_deg,rps,hood_deg,flags
39.0,72.5,55.419847328244266,10.400000000000006,
39.0,75.0,55.419847328244266,7.900000000000006,
39.0,77.5,55.419847328244266,5.400000000000006,
39.0,80.0,55.419847328244266,2.9000000000000057,
39.0,82.5,55.419847328244266,0.4000000000000057,
39.0,85.0,55.419847328244266,-2.0999999999999943,hood<0
40.0,45.0,56.94656488549618,37.900000000000006,
40.0,47.5,56.94656488549618,35.400000000000006,
40.0,50.0,56.94656488549618,32.900000000000006,
40.0,52.5,56.94656488549618,30.400000000000006,
40.0,55.0,56.94656488549618,27.900000000000006,
40.0,57.5,56.94656488549618,25.400000000000006,
40.0,60.0,56.94656488549618,22.900000000000006,
40.0,62.5,56.94656488549618,20.400000000000006,
40.0,65.0,56.94656488549618,17.900000000000006,
40.0,67.5,56.94656488549618,15.400000000000006,
40.0,70.0,56.94656488549618,12.900000000000006,
40.0,72.5,56.94656488549618,10.400000000000006,
40.0,75.0,56.94656488549618,7.900000000000006,
40.0,77.5,56.94656488549618,5.400000000000006,
40.0,80.0,56.94656488549618,2.9000000000000057,
40.0,82.5,56.94656488549618,0.4000000000000057,
40.0,85.0,56.94656488549618,-2.0999999999999943,hood<0
41.0,45.0,58.473282442748086,37.900000000000006,
41.0,47.5,58.473282442748086,35.400000000000006,
41.0,50.0,58.473282442748086,32.900000000000006,
41.0,52.5,58.473282442748086,30.400000000000006,
41.0,55.0,58.473282442748086,27.900000000000006,
41.0,57.5,58.473282442748086,25.400000000000006,
41.0,60.0,58.473282442748086,22.900000000000006,
41.0,62.5,58.473282442748086,20.400000000000006,
41.0,65.0,58.473282442748086,17.900000000000006,
41.0,67.5,58.473282442748086,15.400000000000006,
41.0,70.0,58.473282442748086,12.900000000000006,
41.0,72.5,58.473282442748086,10.400000000000006,
41.0,75.0,58.473282442748086,7.900000000000006,
41.0,77.5,58.473282442748086,5.400000000000006,
41.0,80.0,58.473282442748086,2.9000000000000057,
41.0,82.5,58.473282442748086,0.4000000000000057,
41.0,85.0,58.473282442748086,-2.0999999999999943,hood<0
42.0,45.0,59.99999999999999,37.900000000000006,
42.0,47.5,59.99999999999999,35.400000000000006,
42.0,50.0,59.99999999999999,32.900000000000006,
42.0,52.5,59.99999999999999,30.400000000000006,
42.0,55.0,59.99999999999999,27.900000000000006,
42.0,57.5,59.99999999999999,25.400000000000006,
42.0,60.0,59.99999999999999,22.900000000000006,
42.0,62.5,59.99999999999999,20.400000000000006,
42.0,65.0,59.99999999999999,17.900000000000006,
42.0,67.5,59.99999999999999,15.400000000000006,
42.0,70.0,59.99999999999999,12.900000000000006,
42.0,72.5,59.99999999999999,10.400000000000006,
42.0,75.0,59.99999999999999,7.900000000000006,
42.0,77.5,59.99999999999999,5.400000000000006,
42.0,80.0,59.99999999999999,2.9000000000000057,
42.0,82.5,59.99999999999999,0.4000000000000057,
42.0,85.0,59.99999999999999,-2.0999999999999943,hood<0
43.0,45.0,61.5267175572519,37.900000000000006,
43.0,47.5,61.5267175572519,35.400000000000006,
43.0,50.0,61.5267175572519,32.900000000000006,
43.0,52.5,61.5267175572519,30.400000000000006,
43.0,55.0,61.5267175572519,27.900000000000006,
43.0,57.5,61.5267175572519,25.400000000000006,
43.0,60.0,61.5267175572519,22.900000000000006,
43.0,62.5,61.5267175572519,20.400000000000006,
43.0,65.0,61.5267175572519,17.900000000000006,
43.0,67.5,61.5267175572519,15.400000000000006,
43.0,70.0,61.5267175572519,12.900000000000006,
43.0,72.5,61.5267175572519,10.400000000000006,
43.0,75.0,61.5267175572519,7.900000000000006,
43.0,77.5,61.5267175572519,5.400000000000006,
43.0,80.0,61.5267175572519,2.9000000000000057,
43.0,82.5,61.5267175572519,0.4000000000000057,
43.0,85.0,61.5267175572519,-2.0999999999999943,hood<0
44.0,45.0,63.05343511450381,37.900000000000006,
